test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
AT1G02570	AT1G02570	AT1G02570	1:541334-542240	GL_12h_control	HL_12h_treatment	OK	1.21622	0.207991	-2.54781	-2.79086	0.0066	0.0262141	yes
AT1G02580	AT1G02580	MEA	1:544782-549202	GL_12h_control	HL_12h_treatment	NOTEST	0.0272259	0.147311	2.43582	0	1	1	no
AT1G02590	AT1G02590	AT1G02590	1:552137-552761	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G02600	AT1G02600	AT1G02600	1:552137-552761	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G02610	AT1G02610	AT1G02610	1:553049-555994	GL_12h_control	HL_12h_treatment	OK	1.83672	1.9092	0.055832	0.120883	0.86565	0.933974	no
AT1G02620	AT1G02620	AT1G02620	1:557091-557986	GL_12h_control	HL_12h_treatment	NOTEST	0.117923	0.0393136	-1.58475	0	1	1	no
AT1G02630	AT1G02630	ETN8	1:560609-562424	GL_12h_control	HL_12h_treatment	NOTEST	0.0309084	0.0288303	-0.100413	0	1	1	no
AT1G02640	AT1G02640	BXL2	1:564204-567769	GL_12h_control	HL_12h_treatment	OK	8.04371	2.66048	-1.59617	-5.98211	5e-05	0.000354903	yes
AT1G02650	AT1G02650	AT1G02650	1:568703-570418	GL_12h_control	HL_12h_treatment	OK	0.609993	0.345058	-0.821955	-1.28853	0.06855	0.172121	no
AT1G02660	AT1G02660	AT1G02660	1:571954-574981	GL_12h_control	HL_12h_treatment	OK	3.27722	1.68672	-0.958252	-3.13841	5e-05	0.000354903	yes
AT1G02670	AT1G02670	AT1G02670	1:576045-580299	GL_12h_control	HL_12h_treatment	OK	0.806724	0.440309	-0.873558	-1.70773	0.01955	0.0640609	no
AT1G02680	AT1G02680	TAF13	1:580624-582310	GL_12h_control	HL_12h_treatment	OK	10.7049	12.8798	0.266831	0.97441	0.1642	0.329148	no
AT1G02681	AT1G02681	AT1G02681	1:582412-582922	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G02690	AT1G02690	IMPA6	1:584259-587219	GL_12h_control	HL_12h_treatment	OK	15.3043	11.2703	-0.441412	-1.87042	0.0071	0.0278715	yes
AT1G02700	AT1G02700	AT1G02700	1:588328-589480	GL_12h_control	HL_12h_treatment	OK	1.97433	1.29043	-0.613506	-1.28923	0.071	0.176811	no
AT1G02710	AT1G02710	AT1G02710	1:589705-589996	GL_12h_control	HL_12h_treatment	OK	20.0301	10.5147	-0.929765	-1.94564	0.0099	0.0367814	yes
AT1G02720	AT1G02720	GATL5	1:591825-594236	GL_12h_control	HL_12h_treatment	OK	10.8237	8.23661	-0.394075	-1.57046	0.02625	0.0811928	no
AT1G02730	AT1G02730	CSLD5	1:594572-598657	GL_12h_control	HL_12h_treatment	OK	25.9669	17.9701	-0.531074	-2.3624	0.00055	0.00309362	yes
AT1G02740	AT1G02740	MRG2	1:599415-602038	GL_12h_control	HL_12h_treatment	OK	6.92005	7.04723	0.0262738	0.0948682	0.89215	0.947495	no
AT1G02750	AT1G02750	DI19-2	1:602496-604292	GL_12h_control	HL_12h_treatment	OK	9.33658	20.2398	1.11623	3.99124	5e-05	0.000354903	yes
AT1G02760	AT1G02760	AT1G02760	1:604401-604474	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G02770	AT1G02770	AT1G02770	1:604872-606693	GL_12h_control	HL_12h_treatment	NOTEST	0.205767	0.344143	0.742	0	1	1	no
AT1G02780	AT1G02780	RPL19A	1:607807-609465	GL_12h_control	HL_12h_treatment	OK	768.055	841.734	0.132155	0.504142	0.47375	0.663831	no
AT1G02790	AT1G02790	PGA3	1:610390-612324	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G02800	AT1G02800	CEL2	1:613215-616191	GL_12h_control	HL_12h_treatment	OK	1.73737	1.86108	0.0992354	0.270817	0.6982	0.833751	no
AT1G02810	AT1G02810	PME7	1:618264-620480	GL_12h_control	HL_12h_treatment	OK	8.83322	3.88147	-1.18634	-4.43343	5e-05	0.000354903	yes
AT1G02813	AT1G02813	AT1G02813	1:620677-621289	GL_12h_control	HL_12h_treatment	OK	0.558119	0.576193	0.0459778	0.0478777	0.92835	0.967506	no
AT1G02816	AT1G02816	AT1G02816	1:621460-622469	GL_12h_control	HL_12h_treatment	OK	18.1391	25.1885	0.473659	1.94979	0.00625	0.0249803	yes
AT1G02820	AT1G02820	AT1G02820	1:623764-624475	GL_12h_control	HL_12h_treatment	OK	37.6266	109.581	1.54218	6.50855	5e-05	0.000354903	yes
AT1G02830	AT1G02830	RPL22A	1:625144-625608	GL_12h_control	HL_12h_treatment	NOTEST	0.104946	0.204318	0.961162	0	1	1	no
AT1G02840	AT1G02840	SR34	1:626740-629819	GL_12h_control	HL_12h_treatment	OK	76.3222	82.2874	0.108568	0.481609	0.4955	0.681617	no
AT1G02850	AT1G02850	BGLU11	1:630504-633259	GL_12h_control	HL_12h_treatment	OK	10.6157	92.1678	3.11807	13.0885	5e-05	0.000354903	yes
AT1G02860	AT1G02860	BAH1	1:635143-638677	GL_12h_control	HL_12h_treatment	OK	6.51141	6.30707	-0.046001	-0.108737	0.87445	0.938119	no
AT1G02870	AT1G02870	AT1G02870	1:635143-638677	GL_12h_control	HL_12h_treatment	OK	21.7788	35.7626	0.715525	2.51293	0.00025	0.00154211	yes
AT1G02880	AT1G02880	TPK1	1:642751-644903	GL_12h_control	HL_12h_treatment	OK	18.2411	29.1594	0.67677	2.84126	0.0001	0.000672203	yes
AT1G02890	AT1G02890	AT1G02890	1:645091-651907	GL_12h_control	HL_12h_treatment	OK	26.2466	24.7877	-0.0825043	-0.367972	0.597	0.76079	no
AT1G02900	AT1G02900	RALF1	1:653764-654343	GL_12h_control	HL_12h_treatment	OK	48.6513	41.5933	-0.226125	-0.930717	0.19025	0.365928	no
AT1G02910	AT1G02910	LPA1	1:655576-658148	GL_12h_control	HL_12h_treatment	OK	45.1673	50.397	0.158061	0.702813	0.31655	0.515733	no
AT1G02920	AT1G02920	GSTF7	1:658656-659771	GL_12h_control	HL_12h_treatment	OK	36.1107	116.613	1.69123	7.24336	5e-05	0.000354903	yes
AT1G02930	AT1G02930	GSTF6	1:661176-662456	GL_12h_control	HL_12h_treatment	OK	202.279	1904.78	3.2352	11.628	5e-05	0.000354903	yes
AT1G02940	AT1G02940	GSTF5	1:663078-664128	GL_12h_control	HL_12h_treatment	OK	2.5088	24.4449	3.28446	8.94121	5e-05	0.000354903	yes
AT1G02950	AT1G02950	GSTF4	1:665151-666452	GL_12h_control	HL_12h_treatment	OK	7.23832	5.80202	-0.3191	-0.941454	0.173	0.341989	no
AT1G02952	AT1G02952	AT1G02952	1:665151-666452	GL_12h_control	HL_12h_treatment	OK	5.65639	3.93821	-0.522342	-0.718678	0.31305	0.512041	no
AT1G02960	AT1G02960	AT1G02960	1:666871-669837	GL_12h_control	HL_12h_treatment	OK	8.71966	8.06247	-0.11305	-0.444366	0.5246	0.705495	no
AT1G02965	AT1G02965	AT1G02965	1:671660-672814	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G02970	AT1G02970	WEE1	1:673305-676378	GL_12h_control	HL_12h_treatment	OK	2.57119	1.96277	-0.389542	-1.15587	0.10215	0.232214	no
AT1G02980	AT1G02980	CUL2	1:677868-681310	GL_12h_control	HL_12h_treatment	OK	0.0982735	0.678104	2.78663	3.68709	0.00075	0.00405979	yes
AT1G02990	AT1G02990	AT1G02990	1:681395-687315	GL_12h_control	HL_12h_treatment	OK	6.46742	6.30708	-0.036217	-0.155921	0.82745	0.913175	no
AT1G03000	AT1G03000	PEX6	1:687889-692560	GL_12h_control	HL_12h_treatment	OK	9.35467	7.36992	-0.344038	-1.46548	0.0396	0.112708	no
AT1G03010	AT1G03010	AT1G03010	1:693479-696382	GL_12h_control	HL_12h_treatment	OK	0.600023	0.39709	-0.595553	-1.10015	0.12115	0.263919	no
AT1G03020	AT1G03020	GRXS1	1:698206-698515	GL_12h_control	HL_12h_treatment	OK	1.58719	4.09285	1.36663	2.06176	0.05975	0.15508	no
AT1G03022	AT1G03022	AT1G03022	1:699120-699246	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G03030	AT1G03030	AT1G03030	1:701477-703864	GL_12h_control	HL_12h_treatment	OK	13.2929	14.6443	0.139683	0.571233	0.41565	0.612724	no
AT1G03040	AT1G03040	BHLH7	1:703905-706631	GL_12h_control	HL_12h_treatment	OK	29.1134	39.1554	0.427526	1.89668	0.0066	0.0262141	yes
AT1G03050	AT1G03050	AT1G03050	1:707725-711803	GL_12h_control	HL_12h_treatment	NOTEST	0.0534581	0.312563	2.54767	0	1	1	no
AT1G03055	AT1G03055	D27	1:707725-711803	GL_12h_control	HL_12h_treatment	OK	11.2541	16.5603	0.557279	2.09505	0.0034	0.014925	yes
AT1G03060	AT1G03060	SPI	1:712472-726891	GL_12h_control	HL_12h_treatment	OK	9.6891	8.7736	-0.143195	-0.631235	0.3611	0.561269	no
AT1G03070	AT1G03070	AT1G03070	1:729900-731557	GL_12h_control	HL_12h_treatment	OK	1.25714	2.1699	0.787485	1.67782	0.02065	0.0669232	no
AT1G03080	AT1G03080	NET1D	1:731610-738056	GL_12h_control	HL_12h_treatment	OK	22.9416	27.9186	0.283261	1.24956	0.0755	0.185027	no
AT1G03090	AT1G03090	MCCA	1:739678-746479	GL_12h_control	HL_12h_treatment	OK	11.9918	7.93276	-0.596147	-2.31114	0.00115	0.00590213	yes
AT1G03100	AT1G03100	AT1G03100	1:739678-746479	GL_12h_control	HL_12h_treatment	OK	1.87926	2.62245	0.480753	0.865894	0.21365	0.397983	no
AT1G03106	AT1G03106	AT1G03106	1:748101-749034	GL_12h_control	HL_12h_treatment	NOTEST	0.337559	0.302851	-0.156529	0	1	1	no
AT1G03110	AT1G03110	TRM82	1:749245-751963	GL_12h_control	HL_12h_treatment	OK	10.9962	11.3244	0.0424382	0.172367	0.8026	0.898717	no
AT1G03120	AT1G03120	ATRAB28	1:752270-753140	GL_12h_control	HL_12h_treatment	OK	0.988468	1.32492	0.422635	0.55704	0.4178	0.614591	no
AT1G03130	AT1G03130	PSAD2	1:753306-754198	GL_12h_control	HL_12h_treatment	OK	1049.64	150.853	-2.79868	-11.377	5e-05	0.000354903	yes
AT1G03140	AT1G03140	AT1G03140	1:754370-756303	GL_12h_control	HL_12h_treatment	OK	26.5371	28.12	0.0835851	0.36549	0.6017	0.764449	no
AT1G03150	AT1G03150	AT1G03150	1:756413-758612	GL_12h_control	HL_12h_treatment	OK	18.8958	19.1664	0.0205101	0.0782416	0.91155	0.958565	no
AT1G03160	AT1G03160	FZL	1:761281-766158	GL_12h_control	HL_12h_treatment	OK	24.8855	26.6673	0.099767	0.443271	0.5285	0.708267	no
AT1G03170	AT1G03170	FAF2	1:769631-770684	GL_12h_control	HL_12h_treatment	OK	0.51349	0.644552	0.32796	0.476555	0.4991	0.684953	no
AT1G03180	AT1G03180	AT1G03180	1:773410-775344	GL_12h_control	HL_12h_treatment	OK	2.8445	3.83951	0.432748	1.22337	0.0814	0.196034	no
AT1G03190	AT1G03190	UVH6	1:775526-780062	GL_12h_control	HL_12h_treatment	OK	4.90323	5.07931	0.0509012	0.19908	0.7737	0.881001	no
AT1G03200	AT1G03200	AT1G03200	1:780601-781285	GL_12h_control	HL_12h_treatment	OK	6.34921	5.91691	-0.101733	-0.225125	0.75015	0.866988	no
AT1G03210	AT1G03210	AT1G03210	1:782947-784240	GL_12h_control	HL_12h_treatment	OK	19.248	10.0724	-0.934294	-3.45069	5e-05	0.000354903	yes
AT1G03220	AT1G03220	AT1G03220	1:787121-788651	GL_12h_control	HL_12h_treatment	OK	125.631	121.76	-0.045158	-0.198402	0.77365	0.881001	no
AT1G03230	AT1G03230	AT1G03230	1:790090-791592	GL_12h_control	HL_12h_treatment	OK	26.031	15.8083	-0.719548	-3.08228	5e-05	0.000354903	yes
AT1G03240	AT1G03240	AT1G03240	1:792221-792986	GL_12h_control	HL_12h_treatment	OK	0.563182	0.401729	-0.48738	-0.381739	0.57235	0.742716	no
AT1G03250	AT1G03250	AT1G03250	1:793352-795376	GL_12h_control	HL_12h_treatment	OK	22.1762	27.9052	0.331522	1.41273	0.04275	0.119606	no
AT1G03260	AT1G03260	AT1G03260	1:795531-798463	GL_12h_control	HL_12h_treatment	OK	7.19592	7.26244	0.0132743	0.0483959	0.94385	0.973976	no
AT1G03270	AT1G03270	CBSDUF4	1:799190-802436	GL_12h_control	HL_12h_treatment	OK	3.10332	2.02582	-0.615309	-1.74787	0.01375	0.0482357	yes
AT1G03280	AT1G03280	AT1G03280	1:803034-807066	GL_12h_control	HL_12h_treatment	OK	20.8497	19.726	-0.0799307	-0.349768	0.62165	0.778362	no
AT1G03290	AT1G03290	AT1G03290	1:807360-810868	GL_12h_control	HL_12h_treatment	OK	14.214	20.1139	0.500883	2.16828	0.00205	0.00969962	yes
AT1G03300	AT1G03300	ATDUF1	1:811032-813086	GL_12h_control	HL_12h_treatment	OK	3.41611	1.3509	-1.33843	-3.93456	5e-05	0.000354903	yes
AT1G03310	AT1G03310	ISA2	1:813470-816749	GL_12h_control	HL_12h_treatment	OK	30.2275	33.0223	0.127582	0.567776	0.4166	0.613621	no
AT1G03320	AT1G03320	AT1G03320	1:817026-817767	GL_12h_control	HL_12h_treatment	OK	0.371451	0.442241	0.251662	0.240589	0.7368	0.859202	no
AT1G03330	AT1G03330	LSM2	1:817982-819563	GL_12h_control	HL_12h_treatment	OK	38.7601	49.9742	0.366612	1.55311	0.0297	0.0896152	no
AT1G03340	AT1G03340	AT1G03340	1:819661-821317	GL_12h_control	HL_12h_treatment	OK	2.32363	2.66561	0.198086	0.537984	0.4423	0.636481	no
AT1G03350	AT1G03350	AT1G03350	1:822637-824393	GL_12h_control	HL_12h_treatment	OK	28.9217	29.7479	0.0406347	0.179809	0.7955	0.895088	no
AT1G03360	AT1G03360	ATRRP4	1:824536-826358	GL_12h_control	HL_12h_treatment	OK	11.4965	14.8622	0.370453	1.48022	0.03725	0.107394	no
AT1G03365	AT1G03365	RF4	1:826568-830383	GL_12h_control	HL_12h_treatment	OK	8.15419	9.01635	0.145003	0.614812	0.3828	0.581546	no
AT1G03370	AT1G03370	AT1G03370	1:830626-835361	GL_12h_control	HL_12h_treatment	OK	9.77013	8.34994	-0.226612	-0.986971	0.16005	0.322929	no
AT1G03380	AT1G03380	ATG18G	1:835784-840940	GL_12h_control	HL_12h_treatment	OK	13.4499	11.1251	-0.273773	-1.20646	0.0829	0.198671	no
AT1G03390	AT1G03390	AT1G03390	1:841032-842418	GL_12h_control	HL_12h_treatment	NOTEST	0.015989	0.0150664	-0.0857538	0	1	1	no
AT1G03400	AT1G03400	AT1G03400	1:842746-844190	GL_12h_control	HL_12h_treatment	OK	13.0264	9.75758	-0.416846	-1.62473	0.021	0.0677826	no
AT1G03410	AT1G03410	2A6	1:844435-847739	GL_12h_control	HL_12h_treatment	OK	1.24684	0.700441	-0.831944	-1.11298	0.11675	0.256955	no
AT1G03420	AT1G03420	Sadhu4-2	1:844435-847739	GL_12h_control	HL_12h_treatment	OK	23.727	16.5078	-0.523378	-2.05119	0.00375	0.0162042	yes
AT1G03430	AT1G03430	AHP5	1:847872-849500	GL_12h_control	HL_12h_treatment	OK	9.44682	7.3328	-0.365464	-1.2792	0.0676	0.170191	no
AT1G03440	AT1G03440	AT1G03440	1:852365-854032	GL_12h_control	HL_12h_treatment	OK	13.1313	9.31289	-0.495713	-2.02148	0.0048	0.0199809	yes
AT1G03445	AT1G03445	BSU1	1:854409-859701	GL_12h_control	HL_12h_treatment	NOTEST	0.233196	0.218274	-0.0954045	0	1	1	no
AT1G03457	AT1G03457	BRN2	1:860787-864125	GL_12h_control	HL_12h_treatment	OK	6.55465	3.30119	-0.989531	-3.45928	5e-05	0.000354903	yes
AT1G03470	AT1G03470	NET3A	1:865914-867733	GL_12h_control	HL_12h_treatment	OK	10.0479	12.4596	0.310368	1.20234	0.0898	0.211287	no
AT1G03475	AT1G03475	CPX1	1:869050-871211	GL_12h_control	HL_12h_treatment	OK	191.934	162.674	-0.238625	-1.03309	0.13795	0.290088	no
AT1G03490	AT1G03490	NAC006	1:871873-872906	GL_12h_control	HL_12h_treatment	NOTEST	0.0296362	0.0573166	0.951594	0	1	1	no
AT1G03495	AT1G03495	3AT2	1:873183-874935	GL_12h_control	HL_12h_treatment	OK	12.1701	73.7341	2.59899	11.0719	5e-05	0.000354903	yes
AT1G03502	AT1G03502	AT1G03502	1:875357-875471	GL_12h_control	HL_12h_treatment	OK	47.8574	51.3073	0.100419	0.0883787	0.906	0.95557	no
AT1G03510	AT1G03510	PCMP-E3	1:876257-877547	GL_12h_control	HL_12h_treatment	OK	1.48397	1.77494	0.258313	0.609477	0.38835	0.586508	no
AT1G03515	AT1G03515	AT1G03515	1:877647-877719	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G03520	AT1G03520	AT1G03520	1:877861-880158	GL_12h_control	HL_12h_treatment	OK	5.35277	4.79326	-0.159277	-0.552633	0.43235	0.628367	no
AT1G03530	AT1G03530	ATNAF1	1:880495-883391	GL_12h_control	HL_12h_treatment	OK	8.25781	10.107	0.291517	1.23184	0.08335	0.199461	no
AT1G03540	AT1G03540	PCMP-E4	1:883781-885611	GL_12h_control	HL_12h_treatment	OK	1.72542	1.62342	-0.0879085	-0.239316	0.73485	0.85818	no
AT1G03545	AT1G03545	AT1G03545	1:885622-887956	GL_12h_control	HL_12h_treatment	OK	2.5492	2.43445	-0.0664524	-0.135799	0.8476	0.924066	no
AT1G03550	AT1G03550	SCAMP2	1:885622-887956	GL_12h_control	HL_12h_treatment	OK	5.84691	4.63738	-0.334365	-1.00211	0.153	0.312475	no
AT1G03560	AT1G03560	AT1G03560	1:890155-892410	GL_12h_control	HL_12h_treatment	OK	5.11235	4.08668	-0.323057	-1.21213	0.08335	0.199461	no
AT1G03570	AT1G03570	AT1G03570	1:892513-892585	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G03580	AT1G03580	AT1G03580	1:892846-894052	GL_12h_control	HL_12h_treatment	NOTEST	0.264942	0.0544946	-2.28149	0	1	1	no
AT1G03590	AT1G03590	PPC6-6	1:894253-897518	GL_12h_control	HL_12h_treatment	OK	14.9447	15.203	0.0247187	0.1065	0.8738	0.937856	no
AT1G03600	AT1G03600	PSB27-1	1:898875-899655	GL_12h_control	HL_12h_treatment	OK	472.471	285.713	-0.725658	-3.13515	5e-05	0.000354903	yes
AT1G03610	AT1G03610	AT1G03610	1:900886-903003	GL_12h_control	HL_12h_treatment	OK	12.3626	10.978	-0.171373	-0.707601	0.3146	0.513572	no
AT1G03620	AT1G03620	AT1G03620	1:904318-906186	GL_12h_control	HL_12h_treatment	OK	1.32995	1.88563	0.503678	0.975181	0.16705	0.333312	no
AT1G03630	AT1G03630	PORC	1:907641-909376	GL_12h_control	HL_12h_treatment	OK	213.208	190.216	-0.164625	-0.711573	0.30735	0.506018	no
AT1G03640	AT1G03640	AT1G03640	1:909810-909883	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G03650	AT1G03650	AT1G03650	1:910022-911193	GL_12h_control	HL_12h_treatment	OK	3.541	4.30079	0.280447	0.721856	0.30235	0.500537	no
AT1G03660	AT1G03660	AT1G03660	1:911435-911759	GL_12h_control	HL_12h_treatment	OK	4.51431	4.25828	-0.0842332	-0.127208	0.8602	0.930443	no
AT1G03680	AT1G03680	ATHM1	1:916818-918064	GL_12h_control	HL_12h_treatment	OK	340.125	320.915	-0.0838772	-0.36104	0.60405	0.765946	no
AT1G03687	AT1G03687	AT1G03687	1:918298-920507	GL_12h_control	HL_12h_treatment	OK	11.7836	11.9661	0.0221666	0.0889822	0.89745	0.950236	no
AT1G03700	AT1G03700	AT1G03700	1:920949-921901	GL_12h_control	HL_12h_treatment	OK	2.91452	1.81065	-0.68675	-1.31275	0.0678	0.170536	no
AT1G03710	AT1G03710	AT1G03710	1:923425-924726	GL_12h_control	HL_12h_treatment	NOTEST	0.281471	0.36479	0.374077	0	1	1	no
AT1G03720	AT1G03720	AT1G03720	1:924995-926373	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G03730	AT1G03730	AT1G03730	1:930827-931895	GL_12h_control	HL_12h_treatment	OK	8.14478	7.20834	-0.176208	-0.612548	0.38305	0.581721	no
AT1G03740	AT1G03740	AT1G03740	1:933511-937043	GL_12h_control	HL_12h_treatment	OK	11.7587	9.78627	-0.264896	-1.14894	0.10065	0.229505	no
AT1G03743	AT1G03743	AT1G03743	1:937206-937287	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G03746	AT1G03746	AT1G03746	1:937400-937485	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G03750	AT1G03750	SWI2	1:937919-943377	GL_12h_control	HL_12h_treatment	OK	2.82231	3.18523	0.17452	0.46183	0.50765	0.692413	no
AT1G03760	AT1G03760	AT1G03760	1:937919-943377	GL_12h_control	HL_12h_treatment	OK	6.09932	11.5295	0.918609	2.80013	0.0001	0.000672203	yes
AT1G03770	AT1G03770	RING1B	1:944571-947483	GL_12h_control	HL_12h_treatment	OK	4.37867	5.94794	0.441897	1.56955	0.02905	0.0879985	no
AT1G03780	AT1G03780	TPX2	1:947519-951827	GL_12h_control	HL_12h_treatment	OK	8.74476	5.93337	-0.559566	-2.31187	0.00095	0.00499938	yes
AT1G03790	AT1G03790	SOM	1:954524-956097	GL_12h_control	HL_12h_treatment	OK	0.318613	1.12783	1.82368	3.03553	0.0007	0.00382368	yes
AT1G03800	AT1G03800	ERF10	1:957260-957998	GL_12h_control	HL_12h_treatment	OK	1.74052	2.83859	0.705659	1.43327	0.0481	0.131006	no
AT1G03810	AT1G03810	AT1G03810	1:958758-959609	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G03820	AT1G03820	AT1G03820	1:959868-960728	GL_12h_control	HL_12h_treatment	OK	32.4082	26.1347	-0.310389	-1.29409	0.0664	0.167856	no
AT1G03830	AT1G03830	AT1G03830	1:962015-966757	GL_12h_control	HL_12h_treatment	OK	4.81696	5.2362	0.120399	0.487615	0.4852	0.673114	no
AT1G03840	AT1G03840	MGP	1:967502-970130	GL_12h_control	HL_12h_treatment	OK	2.8134	1.83536	-0.616252	-1.77205	0.01205	0.0432929	yes
AT1G03850	AT1G03850	GRXS13	1:976096-977761	GL_12h_control	HL_12h_treatment	OK	16.3228	10.3404	-0.658599	-2.22502	0.00185	0.00888387	yes
AT1G03860	AT1G03860	PHB2	1:979307-981885	GL_12h_control	HL_12h_treatment	OK	67.2748	100.582	0.580232	2.59033	0.0004	0.00233263	yes
AT1G03870	AT1G03870	FLA9	1:982505-983540	GL_12h_control	HL_12h_treatment	OK	152.416	25.8868	-2.55772	-11.0157	5e-05	0.000354903	yes
AT1G03890	AT1G03890	CRD	1:989197-991020	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G03900	AT1G03900	ATNAP4	1:991138-993118	GL_12h_control	HL_12h_treatment	OK	63.1279	63.1306	6.09461e-05	0.000270949	0.9988	0.999032	no
AT1G03905	AT1G03905	ABCI19	1:993399-995784	GL_12h_control	HL_12h_treatment	OK	4.81878	12.5612	1.38224	4.76993	5e-05	0.000354903	yes
AT1G03910	AT1G03910	CTN	1:996114-1000437	GL_12h_control	HL_12h_treatment	OK	25.7874	30.9812	0.264726	1.17272	0.09305	0.216618	no
AT1G03920	AT1G03920	AT1G03920	1:1001320-1004383	GL_12h_control	HL_12h_treatment	OK	1.64282	1.65672	0.0121585	0.033969	0.95565	0.978513	no
AT1G03930	AT1G03930	ADK1	1:1004768-1008370	GL_12h_control	HL_12h_treatment	OK	17.052	14.1288	-0.271304	-1.18388	0.08905	0.209842	no
AT1G03935	AT1G03935	AT1G03935	1:1008809-1008896	GL_12h_control	HL_12h_treatment	OK	125.06	59.8877	-1.06229	-0.568689	0.3683	0.568519	no
AT1G03940	AT1G03940	3AT1	1:1009541-1011056	GL_12h_control	HL_12h_treatment	OK	13.7749	94.8314	2.78333	11.8391	5e-05	0.000354903	yes
AT1G03950	AT1G03950	VPS2.3	1:1011171-1013365	GL_12h_control	HL_12h_treatment	OK	16.0185	19.8646	0.310468	1.25029	0.0746	0.183426	no
AT1G03960	AT1G03960	B''EPSILON	1:1013714-1017929	GL_12h_control	HL_12h_treatment	OK	4.82455	4.53563	-0.0890934	-0.34029	0.6294	0.784196	no
AT1G03970	AT1G03970	GBF4	1:1018099-1022108	GL_12h_control	HL_12h_treatment	OK	6.70836	7.73897	0.206182	0.548267	0.426	0.621892	no
AT1G03980	AT1G03980	PCS2	1:1018099-1022108	GL_12h_control	HL_12h_treatment	OK	3.89432	4.09695	0.0731799	0.218226	0.7571	0.871495	no
AT1G03982	AT1G03982	RIC8	1:1022250-1023719	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT1G03990	AT1G03990	FAO1	1:1024846-1027616	GL_12h_control	HL_12h_treatment	OK	3.46632	3.88805	0.165638	0.595791	0.3898	0.588204	no
AT1G04000	AT1G04000	AT1G04000	1:1028105-1029119	GL_12h_control	HL_12h_treatment	OK	16.1544	10.9466	-0.561444	-2.1557	0.00295	0.0132379	yes
AT1G04010	AT1G04010	PSAT	1:1031199-1036237	GL_12h_control	HL_12h_treatment	OK	4.59689	5.15845	0.16628	0.639169	0.367	0.567251	no
AT1G04020	AT1G04020	BARD1	1:1036536-1040224	GL_12h_control	HL_12h_treatment	OK	7.24358	6.16529	-0.232533	-0.941728	0.18235	0.354846	no
AT1G04030	AT1G04030	AT1G04030	1:1040382-1043864	GL_12h_control	HL_12h_treatment	OK	3.75213	2.90733	-0.368018	-0.397753	0.5396	0.717438	no
AT1G04040	AT1G04040	AT1G04040	1:1040382-1043864	GL_12h_control	HL_12h_treatment	OK	168.25	35.9824	-2.22524	-9.32308	5e-05	0.000354903	yes
AT1G04050	AT1G04050	SUVR1	1:1045597-1049297	GL_12h_control	HL_12h_treatment	OK	2.01894	1.82231	-0.147831	-0.471409	0.50705	0.692033	no
AT1G04070	AT1G04070	TOM9-1	1:1050552-1051186	GL_12h_control	HL_12h_treatment	OK	10.6254	12.5697	0.242432	0.783571	0.2643	0.457561	no
AT1G04080	AT1G04080	PRP39	1:1051311-1056827	GL_12h_control	HL_12h_treatment	OK	41.5582	45.1886	0.120824	0.529935	0.4518	0.644818	no
AT1G04090	AT1G04090	AT1G04090	1:1057150-1059419	GL_12h_control	HL_12h_treatment	OK	0.48478	0.484639	-0.000420642	-0.000758945	0.96705	0.98402	no
AT1G04100	AT1G04100	IAA10	1:1059505-1061191	GL_12h_control	HL_12h_treatment	OK	3.93763	4.67999	0.249181	0.781926	0.27155	0.465554	no
AT1G04110	AT1G04110	SBT1.2	1:1061456-1063784	GL_12h_control	HL_12h_treatment	OK	3.82131	4.1412	0.115979	0.426452	0.53655	0.714528	no
AT1G04120	AT1G04120	ABCC5	1:1064449-1071047	GL_12h_control	HL_12h_treatment	OK	27.6473	31.2871	0.178431	0.784839	0.2573	0.449301	no
AT1G04130	AT1G04130	TPR2	1:1073426-1080630	GL_12h_control	HL_12h_treatment	OK	7.23664	9.55302	0.400637	0.526011	0.44865	0.641723	no
AT1G04140	AT1G04140	AT1G04140	1:1073426-1080630	GL_12h_control	HL_12h_treatment	OK	33.4174	31.9589	-0.0643836	-0.27397	0.69875	0.834038	no
